ID,ANIMAL_ID,TAG_TYPE,TAG_MANUFACTURER,TAG_MODEL,TAG_SERIAL_NUMBER,TAG_ID_CODE,TAG_CODE_SPACE,TAG_IMPLANT_TYPE,TAG_ACTIVATION_DATE,EST_TAG_LIFE,TAGGER,TAG_OWNER_PI,TAG_OWNER_ORGANIZATION,COMMON_NAME_E,SCIENTIFIC_NAME,CAPTURE_LOCATION,CAPTURE_LATITUDE,CAPTURE_LONGITUDE,WILD_OR_HATCHERY,STOCK,LENGTH (m),WEIGHT (kg),LENGTH_TYPE,AGE,SEX,DNA_SAMPLE_TAKEN,TREATMENT_TYPE,RELEASE_GROUP,RELEASE_LOCATION,RELEASE_LATITUDE,RELEASE_LONGITUDE,UTC_RELEASE_DATE_TIME,CAPTURE_DEPTH,TEMPERATURE_CHANGE,HOLDING_TEMPERATURE,SURGERY_LOCATION,DATE_OF_SURGERY,SURGERY_LATITUDE,SURGERY_LONGITUDE,SEDATIVE,SEDATIVE_CONCENTRATION,ANAESTHETIC,BUFFER,ANAESTHETIC_CONCENTRATION,BUFFER_CONCENTRATION_IN_ANAESTHETIC,ANESTHETIC_CONCENTRATION_IN_RECIRCULATION,BUFFER_CONCENTRATION_IN_RECIRCULATION,DISSOLVED_OXYGEN (ppm),COMMENTS,GLATOS_STUDY
1,,,,,,31942,A69-9001-31942,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Maumee River,,,3/28/2011,,,,,,,,,,,,,,,,,,HEC
2,,,,,,31943,A69-9001-31943,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Tittabawassee River,,,4/4/2011,,,,,,,,,,,,,,,,,,HEC
3,,,,,,31944,A69-9001-31944,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Maumee River,,,3/28/2011,,,,,,,,,,,,,,,,,,HEC
4,,,,,,31945,A69-9001-31945,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Tittabawassee River,,,4/4/2011,,,,,,,,,,,,,,,,,,HEC
5,,,,,,31946,A69-9001-31946,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Maumee River,,,3/28/2011,,,,,,,,,,,,,,,,,,HEC
6,,,,,,31947,A69-9001-31947,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Tittabawassee River,,,4/4/2011,,,,,,,,,,,,,,,,,,HEC
7,,,,,,31948,A69-9001-31948,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Maumee River,,,3/28/2011,,,,,,,,,,,,,,,,,,HEC
8,,,,,,31949,A69-9001-31949,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Tittabawassee River,,,4/4/2011,,,,,,,,,,,,,,,,,,HEC
9,,,,,,31950,A69-9001-31950,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Maumee River,,,3/28/2011,,,,,,,,,,,,,,,,,,HEC
10,,,,,,31951,A69-9001-31951,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Tittabawassee River,,,4/4/2011,,,,,,,,,,,,,,,,,,HEC
11,,,,,,31952,A69-9001-31952,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Maumee River,,,3/28/2011,,,,,,,,,,,,,,,,,,HEC
12,,,,,,31953,A69-9001-31953,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Tittabawassee River,,,4/4/2011,,,,,,,,,,,,,,,,,,HEC
13,,,,,,31954,A69-9001-31954,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Maumee River,,,3/28/2011,,,,,,,,,,,,,,,,,,HEC
14,,,,,,31955,A69-9001-31955,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Tittabawassee River,,,4/4/2011,,,,,,,,,,,,,,,,,,HEC
15,,,,,,31956,A69-9001-31956,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Maumee River,,,3/28/2011,,,,,,,,,,,,,,,,,,HEC
16,,,,,,31957,A69-9001-31957,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Tittabawassee River,,,4/4/2011,,,,,,,,,,,,,,,,,,HEC
17,,,,,,31958,A69-9001-31958,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Maumee River,,,3/28/2011,,,,,,,,,,,,,,,,,,HEC
18,,,,,,31959,A69-9001-31959,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Tittabawassee River,,,4/4/2011,,,,,,,,,,,,,,,,,,HEC
19,,,,,,31960,A69-9001-31960,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Maumee River,,,3/28/2011,,,,,,,,,,,,,,,,,,HEC
20,,,,,,31961,A69-9001-31961,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Tittabawassee River,,,4/4/2011,,,,,,,,,,,,,,,,,,HEC
21,,,,,,31962,A69-9001-31962,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Maumee River,,,3/28/2011,,,,,,,,,,,,,,,,,,HEC
22,,,,,,31963,A69-9001-31963,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Tittabawassee River,,,4/4/2011,,,,,,,,,,,,,,,,,,HEC
23,,,,,,31964,A69-9001-31964,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Maumee River,,,3/28/2011,,,,,,,,,,,,,,,,,,HEC
24,,,,,,31965,A69-9001-31965,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Tittabawassee River,,,4/4/2011,,,,,,,,,,,,,,,,,,HEC
25,,,,,,31966,A69-9001-31966,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Maumee River,,,3/28/2011,,,,,,,,,,,,,,,,,,HEC
26,,,,,,31967,A69-9001-31967,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Tittabawassee River,,,4/4/2011,,,,,,,,,,,,,,,,,,HEC
27,,,,,,31968,A69-9001-31968,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Maumee River,,,3/28/2011,,,,,,,,,,,,,,,,,,HEC
28,,,,,,31969,A69-9001-31969,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Tittabawassee River,,,4/4/2011,,,,,,,,,,,,,,,,,,HEC
29,,,,,,31970,A69-9001-31970,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Maumee River,,,3/28/2011,,,,,,,,,,,,,,,,,,HEC
30,,,,,,31971,A69-9001-31971,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Tittabawassee River,,,4/4/2011,,,,,,,,,,,,,,,,,,HEC
31,,,,,,31972,A69-9001-31972,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Maumee River,,,3/28/2011,,,,,,,,,,,,,,,,,,HEC
32,,,,,,31973,A69-9001-31973,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Tittabawassee River,,,4/4/2011,,,,,,,,,,,,,,,,,,HEC
33,,,,,,31974,A69-9001-31974,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Maumee River,,,3/28/2011,,,,,,,,,,,,,,,,,,HEC
34,,,,,,31975,A69-9001-31975,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Tittabawassee River,,,4/4/2011,,,,,,,,,,,,,,,,,,HEC
35,,,,,,31976,A69-9001-31976,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Maumee River,,,3/28/2011,,,,,,,,,,,,,,,,,,HEC
36,,,,,,31977,A69-9001-31977,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Tittabawassee River,,,4/4/2011,,,,,,,,,,,,,,,,,,HEC
37,,,,,,31978,A69-9001-31978,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Maumee River,,,3/28/2011,,,,,,,,,,,,,,,,,,HEC
38,,,,,,31979,A69-9001-31979,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Tittabawassee River,,,4/4/2011,,,,,,,,,,,,,,,,,,HEC
39,,,,,,31980,A69-9001-31980,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Maumee River,,,3/28/2011,,,,,,,,,,,,,,,,,,HEC
40,,,,,,31981,A69-9001-31981,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Tittabawassee River,,,4/4/2011,,,,,,,,,,,,,,,,,,HEC
41,,,,,,31982,A69-9001-31982,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Maumee River,,,3/28/2011,,,,,,,,,,,,,,,,,,HEC
42,,,,,,31983,A69-9001-31983,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Tittabawassee River,,,4/4/2011,,,,,,,,,,,,,,,,,,HEC
43,,,,,,31984,A69-9001-31984,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Maumee River,,,3/28/2011,,,,,,,,,,,,,,,,,,HEC
44,,,,,,31985,A69-9001-31985,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Tittabawassee River,,,4/4/2011,,,,,,,,,,,,,,,,,,HEC
45,,,,,,31986,A69-9001-31986,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Maumee River,,,3/28/2011,,,,,,,,,,,,,,,,,,HEC
46,,,,,,31987,A69-9001-31987,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Tittabawassee River,,,4/4/2011,,,,,,,,,,,,,,,,,,HEC
47,,,,,,31988,A69-9001-31988,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Maumee River,,,3/28/2011,,,,,,,,,,,,,,,,,,HEC
48,,,,,,31989,A69-9001-31989,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Tittabawassee River,,,4/4/2011,,,,,,,,,,,,,,,,,,HEC
49,,,,,,31990,A69-9001-31990,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Maumee River,,,3/28/2011,,,,,,,,,,,,,,,,,,HEC
50,,,,,,31991,A69-9001-31991,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Tittabawassee River,,,4/4/2011,,,,,,,,,,,,,,,,,,HEC
51,,,,,,31992,A69-9001-31992,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Maumee River,,,3/28/2011,,,,,,,,,,,,,,,,,,HEC
52,,,,,,31993,A69-9001-31993,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Tittabawassee River,,,4/4/2011,,,,,,,,,,,,,,,,,,HEC
53,,,,,,31994,A69-9001-31994,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Maumee River,,,3/28/2011,,,,,,,,,,,,,,,,,,HEC
54,,,,,,31995,A69-9001-31995,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Tittabawassee River,,,4/4/2011,,,,,,,,,,,,,,,,,,HEC
55,,,,,,31996,A69-9001-31996,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Maumee River,,,3/28/2011,,,,,,,,,,,,,,,,,,HEC
56,,,,,,31997,A69-9001-31997,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Tittabawassee River,,,4/4/2011,,,,,,,,,,,,,,,,,,HEC
57,,,,,,31998,A69-9001-31998,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Maumee River,,,3/28/2011,,,,,,,,,,,,,,,,,,HEC
58,,,,,,31999,A69-9001-31999,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Tittabawassee River,,,4/4/2011,,,,,,,,,,,,,,,,,,HEC
59,,,,,,32000,A69-9001-32000,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Maumee River,,,3/28/2011,,,,,,,,,,,,,,,,,,HEC
60,,,,,,32001,A69-9001-32001,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Tittabawassee River,,,4/4/2011,,,,,,,,,,,,,,,,,,HEC
61,,,,,,32002,A69-9001-32002,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Maumee River,,,3/28/2011,,,,,,,,,,,,,,,,,,HEC
62,,,,,,32003,A69-9001-32003,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Tittabawassee River,,,4/4/2011,,,,,,,,,,,,,,,,,,HEC
63,,,,,,32004,A69-9001-32004,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Maumee River,,,3/28/2011,,,,,,,,,,,,,,,,,,HEC
64,,,,,,32005,A69-9001-32005,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Tittabawassee River,,,4/4/2011,,,,,,,,,,,,,,,,,,HEC
65,,,,,,32006,A69-9001-32006,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Maumee River,,,3/28/2011,,,,,,,,,,,,,,,,,,HEC
66,,,,,,32007,A69-9001-32007,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Tittabawassee River,,,4/4/2011,,,,,,,,,,,,,,,,,,HEC
67,,,,,,32008,A69-9001-32008,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Maumee River,,,3/28/2011,,,,,,,,,,,,,,,,,,HEC
68,,,,,,32009,A69-9001-32009,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Tittabawassee River,,,4/4/2011,,,,,,,,,,,,,,,,,,HEC
69,,,,,,32010,A69-9001-32010,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Maumee River,,,3/28/2011,,,,,,,,,,,,,,,,,,HEC
70,,,,,,32011,A69-9001-32011,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Tittabawassee River,,,4/4/2011,,,,,,,,,,,,,,,,,,HEC
71,,,,,,32012,A69-9001-32012,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Maumee River,,,3/28/2011,,,,,,,,,,,,,,,,,,HEC
72,,,,,,32013,A69-9001-32013,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Tittabawassee River,,,4/4/2011,,,,,,,,,,,,,,,,,,HEC
73,,,,,,32014,A69-9001-32014,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Maumee River,,,3/28/2011,,,,,,,,,,,,,,,,,,HEC
74,,,,,,32015,A69-9001-32015,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Tittabawassee River,,,4/4/2011,,,,,,,,,,,,,,,,,,HEC
75,,,,,,32016,A69-9001-32016,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Maumee River,,,3/28/2011,,,,,,,,,,,,,,,,,,HEC
76,,,,,,32017,A69-9001-32017,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Tittabawassee River,,,4/4/2011,,,,,,,,,,,,,,,,,,HEC
77,,,,,,32018,A69-9001-32018,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Maumee River,,,3/28/2011,,,,,,,,,,,,,,,,,,HEC
78,,,,,,32019,A69-9001-32019,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Tittabawassee River,,,4/4/2011,,,,,,,,,,,,,,,,,,HEC
79,,,,,,32020,A69-9001-32020,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Maumee River,,,3/28/2011,,,,,,,,,,,,,,,,,,HEC
80,,,,,,32021,A69-9001-32021,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Tittabawassee River,,,4/4/2011,,,,,,,,,,,,,,,,,,HEC
81,,,,,,32022,A69-9001-32022,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Maumee River,,,3/28/2011,,,,,,,,,,,,,,,,,,HEC
82,,,,,,32023,A69-9001-32023,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Tittabawassee River,,,4/4/2011,,,,,,,,,,,,,,,,,,HEC
83,,,,,,32024,A69-9001-32024,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Maumee River,,,3/28/2011,,,,,,,,,,,,,,,,,,HEC
84,,,,,,32025,A69-9001-32025,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Tittabawassee River,,,4/4/2011,,,,,,,,,,,,,,,,,,HEC
85,,,,,,32026,A69-9001-32026,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Maumee River,,,3/28/2011,,,,,,,,,,,,,,,,,,HEC
86,,,,,,32027,A69-9001-32027,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Tittabawassee River,,,4/4/2011,,,,,,,,,,,,,,,,,,HEC
87,,,,,,32028,A69-9001-32028,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Maumee River,,,3/28/2011,,,,,,,,,,,,,,,,,,HEC
88,,,,,,32029,A69-9001-32029,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Tittabawassee River,,,4/4/2011,,,,,,,,,,,,,,,,,,HEC
89,,,,,,32030,A69-9001-32030,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Maumee River,,,3/28/2011,,,,,,,,,,,,,,,,,,HEC
90,,,,,,32031,A69-9001-32031,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Tittabawassee River,,,4/4/2011,,,,,,,,,,,,,,,,,,HEC
91,,,,,,32032,A69-9001-32032,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Maumee River,,,3/28/2011,,,,,,,,,,,,,,,,,,HEC
92,,,,,,32033,A69-9001-32033,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Tittabawassee River,,,4/4/2011,,,,,,,,,,,,,,,,,,HEC
93,,,,,,32034,A69-9001-32034,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Maumee River,,,3/28/2011,,,,,,,,,,,,,,,,,,HEC
94,,,,,,32035,A69-9001-32035,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Tittabawassee River,,,4/4/2011,,,,,,,,,,,,,,,,,,HEC
95,,,,,,32036,A69-9001-32036,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Maumee River,,,3/28/2011,,,,,,,,,,,,,,,,,,HEC
96,,,,,,32037,A69-9001-32037,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Tittabawassee River,,,4/4/2011,,,,,,,,,,,,,,,,,,HEC
97,,,,,,32038,A69-9001-32038,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Maumee River,,,3/28/2011,,,,,,,,,,,,,,,,,,HEC
98,,,,,,32039,A69-9001-32039,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Tittabawassee River,,,4/4/2011,,,,,,,,,,,,,,,,,,HEC
99,,,,,,32040,A69-9001-32040,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Maumee River,,,3/29/2011,,,,,,,,,,,,,,,,,,HEC
100,,,,,,32041,A69-9001-32041,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Tittabawassee River,,,4/4/2011,,,,,,,,,,,,,,,,,,HEC
101,,,,,,32042,A69-9001-32042,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Maumee River,,,3/29/2011,,,,,,,,,,,,,,,,,,HEC
102,,,,,,32043,A69-9001-32043,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Tittabawassee River,,,4/4/2011,,,,,,,,,,,,,,,,,,HEC
103,,,,,,32044,A69-9001-32044,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Maumee River,,,3/29/2011,,,,,,,,,,,,,,,,,,HEC
104,,,,,,32045,A69-9001-32045,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Tittabawassee River,,,4/4/2011,,,,,,,,,,,,,,,,,,HEC
105,,,,,,32046,A69-9001-32046,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Maumee River,,,3/29/2011,,,,,,,,,,,,,,,,,,HEC
106,,,,,,32047,A69-9001-32047,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Tittabawassee River,,,4/4/2011,,,,,,,,,,,,,,,,,,HEC
107,,,,,,32048,A69-9001-32048,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Maumee River,,,3/29/2011,,,,,,,,,,,,,,,,,,HEC
108,,,,,,32049,A69-9001-32049,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Tittabawassee River,,,4/4/2011,,,,,,,,,,,,,,,,,,HEC
109,,,,,,32050,A69-9001-32050,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Maumee River,,,3/29/2011,,,,,,,,,,,,,,,,,,HEC
110,,,,,,32051,A69-9001-32051,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Tittabawassee River,,,4/4/2011,,,,,,,,,,,,,,,,,,HEC
111,,,,,,32052,A69-9001-32052,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Maumee River,,,3/29/2011,,,,,,,,,,,,,,,,,,HEC
112,,,,,,32053,A69-9001-32053,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Tittabawassee River,,,4/4/2011,,,,,,,,,,,,,,,,,,HEC
113,,,,,,32054,A69-9001-32054,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Maumee River,,,3/29/2011,,,,,,,,,,,,,,,,,,HEC
114,,,,,,32055,A69-9001-32055,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Tittabawassee River,,,4/4/2011,,,,,,,,,,,,,,,,,,HEC
115,,,,,,32056,A69-9001-32056,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Maumee River,,,3/29/2011,,,,,,,,,,,,,,,,,,HEC
116,,,,,,32057,A69-9001-32057,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Tittabawassee River,,,4/4/2011,,,,,,,,,,,,,,,,,,HEC
117,,,,,,32058,A69-9001-32058,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Maumee River,,,3/29/2011,,,,,,,,,,,,,,,,,,HEC
118,,,,,,32059,A69-9001-32059,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Tittabawassee River,,,4/4/2011,,,,,,,,,,,,,,,,,,HEC
119,,,,,,32060,A69-9001-32060,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Maumee River,,,3/29/2011,,,,,,,,,,,,,,,,,,HEC
120,,,,,,32061,A69-9001-32061,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Tittabawassee River,,,4/4/2011,,,,,,,,,,,,,,,,,,HEC
121,,,,,,32062,A69-9001-32062,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Maumee River,,,3/29/2011,,,,,,,,,,,,,,,,,,HEC
122,,,,,,32063,A69-9001-32063,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Tittabawassee River,,,4/4/2011,,,,,,,,,,,,,,,,,,HEC
123,,,,,,32064,A69-9001-32064,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Maumee River,,,3/29/2011,,,,,,,,,,,,,,,,,,HEC
124,,,,,,32065,A69-9001-32065,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Tittabawassee River,,,4/4/2011,,,,,,,,,,,,,,,,,,HEC
125,,,,,,32066,A69-9001-32066,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Maumee River,,,3/29/2011,,,,,,,,,,,,,,,,,,HEC
126,,,,,,32067,A69-9001-32067,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Tittabawassee River,,,4/4/2011,,,,,,,,,,,,,,,,,,HEC
127,,,,,,32068,A69-9001-32068,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Maumee River,,,3/29/2011,,,,,,,,,,,,,,,,,,HEC
128,,,,,,32069,A69-9001-32069,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Tittabawassee River,,,4/4/2011,,,,,,,,,,,,,,,,,,HEC
129,,,,,,32070,A69-9001-32070,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Maumee River,,,3/29/2011,,,,,,,,,,,,,,,,,,HEC
130,,,,,,32071,A69-9001-32071,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Tittabawassee River,,,4/4/2011,,,,,,,,,,,,,,,,,,HEC
131,,,,,,32072,A69-9001-32072,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Maumee River,,,3/29/2011,,,,,,,,,,,,,,,,,,HEC
132,,,,,,32073,A69-9001-32073,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Tittabawassee River,,,4/4/2011,,,,,,,,,,,,,,,,,,HEC
133,,,,,,32074,A69-9001-32074,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Maumee River,,,3/29/2011,,,,,,,,,,,,,,,,,,HEC
134,,,,,,32075,A69-9001-32075,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Tittabawassee River,,,4/4/2011,,,,,,,,,,,,,,,,,,HEC
135,,,,,,32076,A69-9001-32076,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Maumee River,,,3/29/2011,,,,,,,,,,,,,,,,,,HEC
136,,,,,,32077,A69-9001-32077,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Tittabawassee River,,,4/4/2011,,,,,,,,,,,,,,,,,,HEC
137,,,,,,32078,A69-9001-32078,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Maumee River,,,3/29/2011,,,,,,,,,,,,,,,,,,HEC
138,,,,,,32079,A69-9001-32079,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Tittabawassee River,,,4/4/2011,,,,,,,,,,,,,,,,,,HEC
139,,,,,,32080,A69-9001-32080,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Maumee River,,,3/29/2011,,,,,,,,,,,,,,,,,,HEC
140,,,,,,32081,A69-9001-32081,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Tittabawassee River,,,4/4/2011,,,,,,,,,,,,,,,,,,HEC
141,,,,,,32082,A69-9001-32082,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Maumee River,,,3/29/2011,,,,,,,,,,,,,,,,,,HEC
142,,,,,,32083,A69-9001-32083,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Tittabawassee River,,,4/4/2011,,,,,,,,,,,,,,,,,,HEC
143,,,,,,32084,A69-9001-32084,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Maumee River,,,3/29/2011,,,,,,,,,,,,,,,,,,HEC
144,,,,,,32085,A69-9001-32085,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Tittabawassee River,,,4/4/2011,,,,,,,,,,,,,,,,,,HEC
145,,,,,,32086,A69-9001-32086,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Maumee River,,,3/29/2011,,,,,,,,,,,,,,,,,,HEC
146,,,,,,32087,A69-9001-32087,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Tittabawassee River,,,4/4/2011,,,,,,,,,,,,,,,,,,HEC
147,,,,,,32088,A69-9001-32088,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Maumee River,,,3/29/2011,,,,,,,,,,,,,,,,,,HEC
148,,,,,,32089,A69-9001-32089,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Tittabawassee River,,,4/4/2011,,,,,,,,,,,,,,,,,,HEC
149,,,,,,32090,A69-9001-32090,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Maumee River,,,3/29/2011,,,,,,,,,,,,,,,,,,HEC
150,,,,,,32091,A69-9001-32091,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Tittabawassee River,,,4/4/2011,,,,,,,,,,,,,,,,,,HEC
151,,,,,,32092,A69-9001-32092,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Maumee River,,,3/29/2011,,,,,,,,,,,,,,,,,,HEC
152,,,,,,32093,A69-9001-32093,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Tittabawassee River,,,4/4/2011,,,,,,,,,,,,,,,,,,HEC
153,,,,,,32094,A69-9001-32094,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Maumee River,,,3/29/2011,,,,,,,,,,,,,,,,,,HEC
154,,,,,,32095,A69-9001-32095,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Tittabawassee River,,,4/4/2011,,,,,,,,,,,,,,,,,,HEC
155,,,,,,32096,A69-9001-32096,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Maumee River,,,3/29/2011,,,,,,,,,,,,,,,,,,HEC
156,,,,,,32097,A69-9001-32097,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Tittabawassee River,,,4/4/2011,,,,,,,,,,,,,,,,,,HEC
157,,,,,,32098,A69-9001-32098,,,,,,,walleye,,,,,,,,,,,,FALSE,,,Maumee River,,,3/29/2011,,,,,,,,,,,,,,,,,,HEC
